FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score
fish01,67.49,4614,230.7,20.0,20.0,24.49879264305298,7.753974813911885,18.666666666666668,165.9651118695487,57.66702285380066,3863,16866,455.4220613086653,271.910959997972,804.5930213066372
fish01,67.49,4615,230.75,20.0,20.0,24.15823595654167,8.061203979856487,18.666666666666668,168.20250284414104,57.27739760725071,3890,16861,455.2026818449043,271.92422180632485,804.9269036512292
fish01,67.49,4616,230.8,20.0,20.0,23.976340078199023,8.316898208840609,18.666666666666668,171.86196435343192,57.24132615994779,3882,17010,455.0940273193361,271.9345930294355,804.6686203487717
fish01,67.49,4617,230.85,20.0,20.0,24.095009941686243,8.156090544964968,18.4,167.65263557072427,57.28018109110332,3824,16821,455.404270386571,271.91493811161257,803.7992084981836
fish01,67.49,4618,230.9,20.0,20.0,23.86608678051112,8.284664916113476,18.4,169.0367842244975,57.1804209221116,3780,16931,455.46815927546,271.8823827663422,802.9505420418021
fish01,67.49,4619,230.95,20.0,20.0,23.84919570609409,8.293816167135706,18.4,169.49184679560102,57.106954837319314,3815,17025,455.45331552546,271.90642903263296,803.6597445580928
fish01,67.49,4620,231.0,20.0,20.0,23.77942215276071,8.207151539385292,18.4,169.15054986727338,57.15253758897508,3819,17070,455.6365446921267,271.8796386484676,803.8961833405942
fish01,67.49,4621,231.05,20.0,20.0,23.81179733110723,8.249357682585144,18.4,170.78119074706103,56.96984875759135,3876,17026,455.6611757742987,271.88161781098046,805.0627935852792
fish01,67.49,4622,231.1,20.0,20.0,23.70191100460246,8.326272316856643,18.133333333333333,169.58665149791426,56.77897222989809,3869,16895,455.7190229965208,272.9069010247124,806.0059240212332
fish01,67.49,4623,231.15,20.0,20.0,23.70410986027466,8.400321010187826,18.133333333333333,170.81911262798633,56.75499163343702,3918,16880,455.69947012736,273.0019563724836,807.0614264998436
fish01,67.49,4624,231.2,20.0,20.0,23.728478529690456,8.39389084305994,18.133333333333333,172.48767538869924,57.17107046943688,3945,16685,455.7557288079156,272.98303382326765,807.6387626311832
fish01,67.49,4625,231.25,20.0,20.0,23.744993718644608,8.542100401075853,18.133333333333333,174.47857413727718,57.36996815426536,3971,15882,455.8641055440267,273.0483950906436,808.3325006346703
fish01,67.49,4626,231.3,20.0,20.0,23.745316118428978,8.840274144505562,18.133333333333333,180.48919226393627,57.66107807384813,3988,15574,455.8178555543499,273.076334549586,808.6541901039359
fish01,67.49,4627,231.35,20.0,20.0,23.73607349603929,9.078312899583905,18.133333333333333,182.8403488813045,57.573069479139455,3944,15321,455.7885499987945,273.0575650221083,807.7261150209027
fish01,67.49,4628,231.4,20.0,20.0,23.76294707806544,9.18260477268755,18.0,185.28631020098595,57.71382136000043,3953,15145,455.7766576168859,273.0594432334793,807.8961008503652
