FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_Truth_Length (cm),_AbsError_Length (cm),_SelectionMode
fish2,16.0,973,48.65,20.0,20.0,23.716460594871265,2.482399225412127,1.3333333333333333,40.61433447098975,48.68034742685547,696,122,471.539335923767,254.8348404930008,740.2941764167678,24.59605212089343,0.8795915260221641,within
fish2,16.0,1748,87.4,20.0,20.0,24.341693319554235,3.2928639976349867,2.2666666666666666,73.20819112627986,52.98462648731181,765,245,466.5381856433256,267.45533201594884,749.2935176592744,24.59605212089343,0.254358801339194,within
fish2,16.0,4473,223.65,20.0,20.0,23.65789377689963,4.138618546254999,10.4,72.12741751990897,49.88982877863279,576,2631,477.4718443237117,266.21262368418377,755.2044680078955,24.59605212089343,0.9381583439937984,within
fish2,16.0,4996,249.8,20.0,20.0,25.21951067530112,17.401367904306664,28.266666666666666,303.4129692832764,70.21767753812235,3252,190,469.7318749076936,257.92187173706685,792.6937466447604,24.59605212089343,0.6234585544076907,within
fish2,16.0,5408,270.4,20.0,20.0,26.047537321492364,11.471911412960006,1.6,254.778156996587,67.0722895507796,5733,319,477.9754685905552,260.7356607818498,853.3711293724049,24.59605212089343,1.4514852005989347,within
fish2,16.0,8708,435.4,20.0,20.0,25.546123942566773,8.505878711016278,63.86666666666667,131.20970800151684,58.9792653529197,977,1606,450.3670480275849,258.0274576661746,727.9345056937595,24.59605212089343,0.9500718216733439,within
fish3,81.9,300,15.0,20.0,20.0,20.31417864184682,17.91574858884505,11.866666666666667,303.71634433067874,64.80679638743713,7165,3046,471.19042095794674,266.33010410219816,880.820525060145,19.76003232209579,0.5541463197510303,within
fish3,81.9,313,15.65,20.0,20.0,20.73724441603075,18.0840071048802,13.066666666666666,319.15054986727336,67.03403166743904,7375,3163,470.1339970106149,265.9345051438649,883.5685021544798,19.76003232209579,0.9772120939349627,within
fish3,81.9,834,41.7,20.0,20.0,20.52523312925875,16.915974971808986,2.4,287.20136518771324,63.31279193310015,6761,150,464.4511365287876,267.34631485286286,867.0174513816505,19.76003232209579,0.7652008071629623,within
fish3,81.9,1136,56.8,20.0,20.0,20.236426808135263,10.329694291194375,36.266666666666666,147.83845278725823,48.52839108563123,3550,1925,463.0905423855064,265.5855305755509,799.6760729610572,19.76003232209579,0.47639448603947443,within
fish3,81.9,1474,73.7,20.0,20.0,20.05774749906985,16.552510072047937,2.2666666666666666,230.4702313234736,60.56028350798792,2612,292,464.54863713348783,266.37049800744586,783.1591351409337,19.76003232209579,0.29771517697406225,within
fish3,81.9,1539,76.95,20.0,20.0,19.863012086457523,13.436743470250676,1.3333333333333333,202.8631020098597,55.44016222890532,3974,100,465.0691576168861,266.6274576568497,811.1766152737358,19.76003232209579,0.10297976436173428,within
fish3,81.9,2159,107.95,20.0,20.0,20.85545667982403,13.21293561994,41.333333333333336,241.67614713689795,59.53593094667669,4970,14688,445.1746656064446,269.61884070485434,814.1935063112988,19.76003232209579,1.0954243577282412,within
fish3,81.9,2600,130.0,20.0,20.0,19.417409527346862,17.721947689893405,5.866666666666666,279.76867652635565,63.405788206615775,3595,1811,463.029487846544,268.3703841084798,803.2998719550238,19.76003232209579,0.34262279474892665,within
fish3,81.9,2883,144.15,20.0,20.0,20.21156339619322,13.307649842306606,24.53333333333333,199.27948426241937,55.331372869524,3766,182,455.26221354136527,262.2239388000064,792.8061523413718,19.76003232209579,0.45153107409743143,within
fish3,81.9,3266,163.3,20.0,20.0,19.57104119602202,9.414060332168928,39.6,126.12817595752747,47.62658818878373,2513,1376,464.4268660481772,265.97411777240967,780.6609838205868,19.76003232209579,0.18899112607376978,within
fish3,81.9,3313,165.65,20.0,20.0,21.082123042508563,14.289409185676869,40.53333333333333,215.9651118695487,60.148303824603566,3512,2091,459.6757031201775,261.7689580754598,791.6846611956373,19.76003232209579,1.322090720412774,within
fish3,81.9,4435,221.75,20.0,20.0,20.96060952378041,7.897565289302891,10.8,133.1247629882442,51.57704720552825,2413,6156,467.0505772560213,271.97702795536253,787.2876052113838,19.76003232209579,1.2005772016846201,within
fish3,81.9,4487,224.35,20.0,20.0,20.10498278176321,10.94889204848514,31.33333333333333,165.85134622677282,52.43130405024739,3198,3880,466.2378168393547,270.2636751106156,800.4614919499704,19.76003232209579,0.34495045966741955,within
fish3,81.9,4876,243.8,20.0,20.0,21.033205932368634,7.775056342669076,11.333333333333334,107.86879029199848,48.055196950331776,2190,3229,469.0042057110633,269.41815739436674,782.2223631054301,19.76003232209579,1.2731736102728455,within
fish3,81.9,5206,260.3,20.0,20.0,19.668276673845195,9.347299805391776,38.0,150.1706484641638,49.928350306439874,3141,5289,464.5758288980931,267.6497395155165,795.0455684136097,19.76003232209579,0.09175564825059368,within
fish3,81.9,5606,280.3,20.0,20.0,19.473541261232867,6.815739441431503,8.666666666666666,103.43193022373907,44.50142895398282,2522,2221,465.80512586261153,269.6514973649343,785.8966232275459,19.76003232209579,0.28649106086292164,within
fish3,81.9,5667,283.35,20.0,20.0,19.831268336260116,7.160004468319709,5.333333333333333,101.44103147516115,45.85981415616884,1856,1161,470.26389315439854,269.45165690094626,776.8355500553448,19.76003232209579,0.07123601416432734,within
fish4,61.25,1046,52.3,20.0,20.0,23.75771736727751,16.357771688009024,23.866666666666667,336.78422449753504,70.3661588191708,5666,18751,452.4695697871268,265.6055208332909,831.3950906204177,25.082699245876736,1.3249818785992247,within
fish4,61.25,1320,66.0,20.0,20.0,25.63956936578199,8.932002083155197,22.933333333333334,202.97686765263555,63.32259100154624,3880,17661,463.1439496056828,265.6968683749729,806.4408179806557,25.082699245876736,0.5568701199052555,within
fish4,61.25,1829,91.45,20.0,20.0,24.40205487918264,11.336135046628408,27.2,239.38187334091768,64.93100452579162,2979,17221,456.942651839626,254.7789224755923,771.3015743152183,25.082699245876736,0.6806443666940964,within
fish4,61.25,1915,95.75,20.0,20.0,23.589781251026736,9.937338210756607,25.2,187.3720136518771,58.46768941650542,2467,4485,462.3345876598784,262.49536773468657,774.1699553945649,25.082699245876736,1.49291799485,within
fish4,61.25,2368,118.4,20.0,20.0,25.962622863999957,10.71973414460988,19.2,222.81001137656423,64.39623066203565,3213,6307,453.98104559987377,256.0522426454225,774.2932882452963,25.082699245876736,0.8799236181232217,within
fish4,61.25,2918,145.9,20.0,20.0,23.63994933175855,9.133996690912362,13.333333333333334,171.69131588926808,57.34159878395392,2750,2993,450.6521998761024,267.1974705678197,772.8496704439222,25.082699245876736,1.4427499141181848,within
fish4,61.25,4445,222.25,20.0,20.0,23.60512569790677,7.894429691400072,22.933333333333334,162.17292377701932,57.31807541575847,3259,18812,455.10662324911993,258.16249993218315,778.4491231813031,25.082699245876736,1.477573547969964,within
fish4,61.25,4607,230.35,20.0,20.0,23.948032782846067,15.13421993492812,16.666666666666668,256.4277588168373,63.77448342073577,2343,8201,458.401519089687,261.4981087150468,766.7596278047338,25.082699245876736,1.134666463030669,within
fish4,61.25,5198,259.9,20.0,20.0,24.11359324354289,10.107205754287016,8.8,201.74440652256348,61.29105441029811,3305,6540,450.36239583325806,259.40983067423497,775.8722265074931,25.082699245876736,0.9691060023338451,within
fish4,61.25,8247,412.35,20.0,20.0,25.392735930871503,14.829195567508885,8.933333333333334,333.7125521425862,71.28044159159997,5074,4529,451.5519531080457,263.7170311523437,816.7489842603894,25.082699245876736,0.3100366849947669,within
fish5,27.36,1505,75.25,20.0,20.0,22.573192330951528,12.118502009072484,0.8,202.0288206295032,58.29726236263494,2737,124,440.6578471351153,250.4086523193359,745.8064994544512,23.4393935785061,0.8662012475545708,within
fish5,27.36,3790,189.5,20.0,20.0,23.715558766903005,7.566802424812611,1.0666666666666669,153.10959423587408,55.135899544905214,3467,104,431.6868880208144,251.52018552906245,752.5470735498769,23.4393935785061,0.27616518839690585,within
fish5,27.36,3958,197.9,20.0,20.0,24.872087021954066,7.709755529201338,35.2,162.2487675388699,57.63043031577483,3751,4249,443.5697914387269,251.45962890557183,770.0494203442986,23.4393935785061,1.4326934434479668,within
fish5,27.36,5952,297.6,20.0,20.0,24.7401051673703,14.543634044215176,1.8666666666666667,270.7622298065984,65.49829670708408,5737,262,427.4295874497967,245.2926008666886,787.4621883164853,23.4393935785061,1.3007115888641998,within
fish5,27.36,8412,420.6,20.0,20.0,23.287717910198506,8.951060070408651,32.8,136.53773227152064,52.61505063985223,1883,884,419.9901041665913,252.0852733940972,709.7353775606884,23.4393935785061,0.15167566830759327,within
fish5,27.36,8575,428.75,20.0,20.0,24.127563405627807,9.870366712691986,3.0666666666666664,174.326886613576,58.89640447619666,2697,508,425.32225658569337,256.7143066276445,735.9765632133378,23.4393935785061,0.6881698271217083,within
fish5,27.36,9303,465.15,20.0,20.0,22.23777472671733,5.420816974396982,1.8666666666666667,100.5309063329541,51.27244563961195,1054,290,443.0209329967922,263.0708691108598,727.1718021076521,23.4393935785061,1.2016188517887691,within
fish6,13.78,5064,253.2,20.0,20.0,24.479072770527928,8.634790339082077,45.333333333333336,156.40879787637465,57.61158729266332,1543,5894,426.5950215652842,258.519902079222,715.9749236445062,23.16274050448803,1.3163322660398968,within
fish8,12.7,251,12.55,20.0,20.0,27.457693178338346,8.178887329717803,6.133333333333333,141.29692832764502,63.73361221414308,749,980,435.8213974235628,265.78007486672925,716.5814722902921,26.682296752929688,0.7753964254086583,within
fish8,12.7,3810,190.5,20.0,20.0,27.607967134973524,7.680957948462014,2.4,154.62646947288582,62.8478021851705,1451,221,444.5323046305149,263.2334049254947,736.7857095560096,26.682296752929688,0.9256703820438368,within
fish8,12.7,5654,282.7,20.0,20.0,25.482823642046743,3.984455363649617,1.2,88.03564656806977,54.386114042812544,389,111,453.8145303872944,270.94065743302247,732.5351878203169,26.682296752929688,1.1994731108829448,within
fish9,14.0,299,14.95,20.0,20.0,26.35822968512068,11.671252536777612,39.86666666666667,202.8062191884717,65.1944114406887,1295,3218,422.4040818805271,234.2847720024956,682.5888538830227,25.881115383572048,0.47711430154863166,within
fish9,14.0,3048,152.4,20.0,20.0,24.662690590576037,2.6814699494105856,4.666666666666667,55.08153204398937,51.47712214557538,329,557,456.6229244519648,256.2147297879431,719.4176542399078,25.881115383572048,1.2184247929960108,within
