FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_Truth_Length (cm),_AbsError_Length (cm),_PerFishScale,_SelectionMode
fish5,27.36,163,8.15,20.0,20.0,23.22341832158321,8.975493311759703,2.0750308650202482,130.97518366255773,52.3297322306826,3469,927,430.4630206738883,256.2852897033585,756.1283103772467,23.4393935785061,0.21597525692288855,0.3795788167719966,within
fish5,27.36,168,8.4,20.0,20.0,23.06232396483764,8.741555269349869,2.0750308650202482,126.36921074356908,51.705586112000034,3468,817,430.3251560763889,256.29059569294185,755.9757517693307,23.4393935785061,0.3770696136684606,0.3795788167719966,within
fish5,27.36,178,8.9,20.0,20.0,22.6076599903529,8.388101428789895,1.9231993383114494,120.42734176444672,50.6046535904846,3372,718,440.0893314088421,256.67697590373353,764.2063073125755,23.4393935785061,0.8317335881531989,0.3795788167719966,within
fish5,27.36,184,9.2,20.0,20.0,22.22473211297609,8.082811336016965,1.9231993383114494,115.06463426742734,49.81463396066713,3618,626,440.1282896121931,254.0726106662326,766.5609002784257,23.4393935785061,1.2146614655300105,0.3795788167719966,within
fish5,27.36,190,9.5,20.0,20.0,21.947686092334983,7.698304411818496,1.6701467937967853,109.83852145958315,49.110531308190225,3662,554,439.9017878460168,254.0837402254634,767.2255280714802,23.4393935785061,1.4917074861711157,0.3795788167719966,within
fish5,27.36,474,23.7,20.0,20.0,22.32827923619691,9.345359652194931,8.856839058013252,136.54824698090695,51.39424107959767,2852,5169,445.1497439213318,258.7806184183332,760.9703623396649,23.4393935785061,1.1111143423091896,0.3795788167719966,within
fish5,27.36,481,24.05,20.0,20.0,22.416322375410225,10.229090124294748,8.553176004595656,153.65809774699582,53.005272296488265,2795,5320,445.3980381510417,257.9912987324926,759.2893368835342,23.4393935785061,1.0230712030958742,0.3795788167719966,within
fish5,27.36,490,24.5,20.0,20.0,23.169841262924344,10.522214225252096,7.945849897760462,168.7108324941058,55.25474377718159,2534,5619,445.28861972829554,258.0211424700313,753.9897621983267,23.4393935785061,0.2695523155817554,0.3795788167719966,within
fish5,27.36,499,24.95,20.0,20.0,23.460088114994512,11.359092122372138,20.34542457897902,190.14527111948235,57.51893376301675,2469,6672,449.181332436625,254.78684893781872,753.3481813744437,23.4393935785061,0.020694536488413462,0.3795788167719966,within
fish5,27.36,500,25.0,20.0,20.0,23.460088114994512,11.359092122372138,20.446645596784883,189.13173852580218,57.59151375138645,2381,6786,449.1442057005139,254.7965169065687,751.5607226070827,23.4393935785061,0.020694536488413462,0.3795788167719966,within
fish5,27.36,1741,87.05,20.0,20.0,23.438333361354413,5.153999802767678,0.7591576335439932,105.88547115485211,52.18350170073167,6271,566,439.55288162608207,246.4894400836521,811.4623217097342,23.4393935785061,0.001060217151685805,0.3795788167719966,within
fish5,27.36,1742,87.1,20.0,20.0,23.446557939514076,5.153999802767678,0.7591576335439932,106.4782921058726,52.26518466492546,6352,566,439.5552037262905,246.4997721149021,813.0949758411925,23.4393935785061,0.007164361007976794,0.3795788167719966,within
fish5,27.36,1906,95.3,20.0,20.0,22.081038852205193,18.675330365222216,7.89523938885753,254.84471159422014,66.38871040114185,4208,15312,438.43279500596793,245.9202636443137,768.5130586502817,23.4393935785061,1.358354726300906,0.3795788167719966,within
fish5,27.36,1914,95.7,20.0,20.0,23.09336576957027,19.740512491270536,7.540965826537,283.6798504791105,69.80207551169246,4043,14334,438.1574782943725,245.9797721201155,764.997250414488,23.4393935785061,0.34602780893582974,0.3795788167719966,within
fish5,27.36,1979,98.95,20.0,20.0,22.602559669118943,5.6427830314514,6.275703103963677,93.91158070175175,50.59714697636501,3364,10176,439.529001716821,245.5927962173356,752.4017979341565,23.4393935785061,0.8368339093871562,0.3795788167719966,within
fish5,27.36,1987,99.35,20.0,20.0,22.54455000045357,5.7560723096165605,6.225092595060744,95.18464320486486,50.84478197226418,3368,9644,439.5482421737671,243.87447265353737,750.7827148273045,23.4393935785061,0.8948435780525301,0.3795788167719966,within
fish5,27.36,1995,99.75,20.0,20.0,22.591447691056814,5.9351209926696775,6.174482086157811,98.20884962320439,50.69061659104809,3330,9137,439.2903081565386,243.8224446558528,749.7127528123914,23.4393935785061,0.8479458874492849,0.3795788167719966,within
fish5,27.36,2904,145.2,20.0,20.0,23.208735441922965,8.145041571258513,7.439744808731135,161.40028472944772,55.528838284389685,5307,8153,447.7072005090595,256.3571614446004,810.2043619536599,23.4393935785061,0.23065813658313417,0.3795788167719966,within
fish5,27.36,2909,145.45,20.0,20.0,23.301971389398357,8.88936307498177,7.439744808731135,179.14393485330962,56.82492403945669,6821,7663,446.9657291663653,256.4255924235026,839.8113215898679,23.4393935785061,0.13742218910774184,0.3795788167719966,within
