FishID,Weight (g),FrameIndex,Timestamp (s),FPS_Top,FPS_Front,Length (cm),Width (cm),Height (cm),Area (cm²),Perimeter (cm),TopMaskPixels,FrontMaskPixels,BlurTop,BlurFront,Score,_SelectionMode
fish3+4,143.15,3173,158.65,20.0,20.0,99.8992666701246,69.91001312782599,9.466666666666669,5751.630640879786,293.8275115633824,29242,3549,418.5859763133674,254.59355440249976,1258.0195307158674,available
fish3+4,143.15,3285,164.25,20.0,20.0,93.88969903235864,70.19546619404937,5.333333333333333,5535.817216533939,294.69611101993735,15500,937,379.1575686294368,251.66741810225383,940.8249867316906,available
fish3+4,143.15,3400,170.0,20.0,20.0,87.98206321213196,70.05528617352022,7.2,3955.972696245733,259.6895884851226,9362,2445,416.1589960528904,249.06240218082,852.4613982337103,available
fish3+4,143.15,3607,180.35,20.0,20.0,102.63220655653916,55.75607425154256,4.533333333333333,3277.5312855517627,255.23771899123625,6359,1453,413.0135148410373,253.64575508473712,793.8392699257745,available
fish3+4,143.15,3702,185.1,20.0,20.0,101.59737753437774,56.17899145439729,7.6,3376.4125900644667,255.11162511128583,7394,2720,423.950680019633,251.79565081579412,823.6263308354272,available
fish3+4,143.15,3755,187.75,20.0,20.0,100.58151809952892,59.15489894973646,5.6,3564.410314751611,255.36835128422263,7328,2306,420.7018003282146,252.45891908056475,819.7207194087794,available
fish3+4,143.15,3966,198.3,20.0,20.0,102.91639379503772,56.45185161475747,5.6,3305.650360257868,255.8004368005882,8699,1897,420.2374909395948,254.0127863157484,848.2302772553431,available
fish3+4,143.15,3972,198.6,20.0,20.0,102.9256171031546,56.30509285577122,5.6,3307.262040197193,255.8283968104592,8701,1897,420.2080812689888,250.996835794915,845.2249170639038,available
fish3+4,143.15,4186,209.3,20.0,20.0,83.91979027195762,70.09821734480657,5.866666666666666,3424.725066363292,255.7738234041023,8442,2163,411.44213894975456,252.0467512815688,832.3288902313234,available
fish3+4,143.15,4312,215.6,20.0,20.0,102.6255624466972,69.91001312782599,35.46666666666667,3983.162684869169,282.23161175834946,11857,5525,432.0239407009549,248.28819978204305,917.4521404829978,available
fish3+4,143.15,4395,219.75,20.0,20.0,112.1675976647013,69.91001312782599,30.4,5580.773606370875,303.3414477180371,56469,3734,428.05743387313663,246.2262042893727,1803.6636381625087,available
fish3+4,143.15,4463,223.15,20.0,20.0,91.8626037024258,63.56977325408057,1.7333333333333334,3977.626090254076,264.09767839579,12844,123,419.2501680071607,244.7938898900244,920.924057897185,available
fish3+4,143.15,4564,228.2,20.0,20.0,92.8834551339358,65.75664219143782,25.73333333333333,4083.978005309063,267.59521212082154,17357,5785,421.5292397641595,245.69055324770608,1014.3597930118656,available
fish3+4,143.15,4658,232.9,20.0,20.0,93.85834453904376,70.0016162665591,52.66666666666666,4687.372013651876,279.2920185315794,6892,2098,417.08339359055503,243.0677311019791,797.9911246925342,available
